,lat,lon,timestamp,amenity,name,tags,is_common,is_tourism,is_interesting
1011,49.1965942,-122.8015379,2016-11-23T08:25:40.000-08:00,parking,,"{'parking': 'underground', 'access': 'private'}",False,False,True
1012,49.1961698,-122.8023972,2016-11-23T08:26:16.000-08:00,parking,,"{'parking': 'underground', 'access': 'private'}",False,False,True
1013,49.1898908,-122.8245374,2016-11-23T23:55:34.000-08:00,parking,,"{'parking': 'underground', 'access': 'private'}",False,False,True
1014,49.1152983,-122.6790538,2019-09-02T17:44:42.000-07:00,restaurant,Sushi Mori,"{'website': 'https://www.langleysushimori.com/', 'air_conditioning': 'yes', 'cuisine': 'japanese', 'takeaway': 'yes', 'addr:unit': '160', 'addr:city': 'Langley', 'addr:housenumber': '19653', 'phone': '+1-604-510-1538', 'smoking': 'no', 'opening_hours': 'Su-We 11:30-22:30; Th-Sa 11:30-23:00', 'outdoor_seating': 'no', 'addr:street': 'Willowbrook Drive'}",False,False,True
1019,49.1437425,-122.7994953,2016-11-24T01:49:12.000-08:00,restaurant,Creekside Grill,"{'cuisine': 'american', 'addr:housenumber': '7778', 'addr:street': '152 Street'}",False,False,True
1020,49.197871,-122.8374406,2016-11-24T04:37:32.000-08:00,parking,,"{'parking': 'underground', 'access': 'private'}",False,False,True
1021,49.1973854,-122.83884,2016-11-24T04:37:32.000-08:00,parking,,"{'parking': 'underground', 'access': 'private'}",False,False,True
1022,49.1979625,-122.8391289,2016-11-24T04:37:33.000-08:00,parking,,"{'parking': 'underground', 'access': 'private'}",False,False,True
1023,49.1994453,-122.8145698,2016-11-24T04:54:56.000-08:00,recycling,Bottle Return Depot,"{'wheelchair': 'yes', 'website': 'http://www.bcbottledepot.com/', 'recycling_type': 'centre', 'addr:unit': '100', 'addr:city': 'Surrey', 'recycling:glass_bottles': 'yes', 'recycling:plastic_bottles': 'yes', 'addr:housenumber': '14727', 'phone': '+1-604-588-4489', 'opening_hours': 'Mo-Su 09:00-18:00', 'recycling:beverage_cartons': 'yes', 'addr:street': '108 Avenue', 'recycling:cans': 'yes'}",False,False,True
1024,49.3266192,-123.1380363,2018-02-02T14:16:23.000-08:00,restaurant,Trattoria,"{'addr:housenumber': '757', 'phone': '+1-604-424-8777', 'cuisine': 'italian', 'outdoor_seating': 'yes', 'addr:street': 'Main Street', 'addr:city': 'West Vancouver'}",False,False,True
1025,49.1405542,-122.6016402,2016-09-21T18:10:29.000-07:00,bicycle_parking,,{'capacity': '12'},False,False,True
1026,49.0546092,-123.1110632,2020-01-29T01:46:43.000-08:00,fuel,Chevron Cardlock,"{'addr:province': 'British Columbia', 'addr:housenumber': '2859', 'phone': '+1-604-576-2961', 'addr:street': '41B Street', 'addr:postcode': 'V4K 3N2', 'addr:city': 'Delta'}",False,False,True
1027,49.1404419,-122.6035494,2016-09-22T03:26:14.000-07:00,bicycle_parking,,{'capacity': '5'},False,False,True
1030,49.1409171,-122.6009339,2016-09-22T03:34:08.000-07:00,restaurant,The Cafe,{},False,False,True
1031,49.1399686,-122.6001998,2016-09-22T03:34:08.000-07:00,fast_food,The Lower Cafe,{},False,False,True
1074,49.1488497,-122.939689,2019-10-28T15:41:35.000-07:00,fuel,Petro Pass,"{'addr:housenumber': '10178', 'phone': '+1-604-581-3835', 'addr:street': 'Nordel Court', 'addr:postcode': 'V4G 1J7', 'operator': 'Petro Canada', 'addr:city': 'Delta'}",False,False,True
1075,49.174735,-123.1531062,2016-09-24T17:41:50.000-07:00,parking_entrance,,{},False,False,True
1076,49.1990488,-122.8504038,2016-10-30T18:51:37.000-07:00,taxi,,{},False,False,True
1077,49.1758794,-122.8907911,2020-01-08T07:05:26.000-08:00,restaurant,Mirch Masala,"{'addr:housenumber': '9545', 'website': 'http://mirchmasaladelta.ca/', 'phone': '+1-604-588-7795', 'opening_hours': 'Mo-Th, Su 11:30-22:30; Fr, Sa 11:30-23:00', 'cuisine': 'indian', 'addr:street': 'Scott Road'}",False,False,True
1078,49.1764733,-122.8896127,2020-01-05T06:53:45.000-08:00,restaurant,Mehfil India Restaurant,"{'opening_hours': 'Su-Th 11:30-22:00; Fr-Sa 11:30-22:30', 'cuisine': 'indian', 'addr:housenumber': '9570', 'addr:street': 'Scott Road', 'phone': '+1-604-587-3200'}",False,False,True
1079,49.1497112,-122.8645797,2019-09-13T13:56:59.000-07:00,restaurant,Maharaja Sweets and Restaurant,"{'addr:housenumber': '8148', 'smoking': 'no', 'cuisine': 'indian', 'addr:street': '128 Street', 'addr:unit': '407', 'addr:city': 'Surrey'}",False,False,True
1084,49.1630124,-123.1746687,2020-04-22T15:43:16.000-07:00,post_box,Canada Post,{'operator': 'Canada Post'},False,False,True
1085,49.1986331,-122.8347367,2020-01-05T06:09:34.000-08:00,post_box,Canada Post,"{'brand:wikidata': 'Q1032001', 'collection_times': 'Mo-Fr 14:00', 'website': 'https://www.canadapost.ca/', 'brand:wikipedia': 'en:Canada Post', 'drive_through': 'no', 'operator': 'Canada Post'}",False,False,True
1086,49.1987207,-122.8232266,2020-01-05T06:10:08.000-08:00,post_box,Canada Post,"{'brand:wikidata': 'Q1032001', 'collection_times': 'Mo-Fr 14:00', 'website': 'https://www.canadapost.ca/', 'brand:wikipedia': 'en:Canada Post', 'drive_through': 'no', 'operator': 'Canada Post'}",False,False,True
1087,49.1969168,-122.8450434,2020-01-05T06:09:05.000-08:00,post_box,Canada Post,{'operator': 'Canada Post'},False,False,True
1088,49.1852133,-122.8488754,2019-06-28T06:04:14.000-07:00,parking,,{},False,False,True
1089,49.1911509,-122.8066783,2020-01-06T05:48:30.000-08:00,restaurant,Sabai Thai Restaurant,"{'wheelchair': 'yes', 'addr:housenumber': '10391', 'website': 'https://www.sabaithaicuisine.ca/', 'phone': '+1-604-588-9819', 'smoking': 'no', 'opening_hours': 'Mo-Fr 11:30-14:00,17:00-21:00; Sa 17:00-21:00', 'cuisine': 'thai', 'addr:street': '150 Street', 'addr:postcode': 'V3R 7C1', 'addr:city': 'Surrey'}",False,False,True
1090,49.1863982,-122.8444496,2017-01-27T06:22:26.000-08:00,restaurant,Fresgo Inn,"{'addr:housenumber': '10102', 'website': 'http://www.fresgorestaurant.com/', 'phone': '+1-604-588-0878', 'opening_hours': 'Mo-Th 08:00-22:00; Fr-Sa 08:00-23:00; Su 09:00-22:00', 'cuisine': 'american', 'name:en': 'Fresgo Inn Restaurant', 'addr:street': 'King George Boulevard'}",False,False,True
1091,49.1876113,-122.8435939,2017-01-27T06:25:19.000-08:00,restaurant,Nahm Thai Bistro,"{'addr:housenumber': '13650', 'website': 'http://www.nahm.ca/', 'phone': '+1-604-930-8833', 'opening_hours': 'Mo-Sa 11:00-21:15', 'cuisine': 'thai', 'addr:street': '102 Avenue', 'addr:unit': '102'}",False,False,True
1092,49.1852856,-122.8472284,2019-09-17T07:01:26.000-07:00,parking,,"{'parking': 'multi-storey', 'access': 'yes', 'fee': 'no'}",False,False,True
1093,49.1781171,-123.1356008,2018-11-07T16:53:31.000-08:00,restaurant,Sun Sui Wah Seafood Restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '4940', 'addr:street': 'Number 3 Road', 'phone': '+1-604-273-8208', 'addr:unit': '102'}",False,False,True
1094,49.0029184,-122.4847224,2016-09-25T05:04:17.000-07:00,bicycle_parking,,{},False,False,True
1095,49.2092186,-123.1161245,2019-05-29T17:56:38.000-07:00,bus_station,Marine Drive Station,"{'bus': 'yes', 'name:en': 'Marine Drive Station', 'public_transport': 'station'}",False,False,True
1096,49.2567827,-123.184916,2019-08-29T19:07:45.000-07:00,fast_food,Dairy Queen,"{'brand:wikidata': 'Q1141226', 'brand:wikipedia': 'en:Dairy Queen', 'opening_hours': 'Mo-Su 10:30-22:00', 'cuisine': 'ice_cream;burger', 'name:en': 'Dairy Queen', 'takeaway': 'yes', 'brand': 'Dairy Queen'}",False,False,True
1097,49.2254234,-123.0655278,2018-10-26T20:30:46.000-07:00,restaurant,Victoria Restaurant,"{'opening_hours': 'Tu-Su 08:00-18:00; Mo 08:00-14:00', 'addr:housenumber': '6482', 'name:en': 'Victoria Restaurant', 'addr:street': 'Victoria Drive', 'phone': '+1-604-325-2412'}",False,False,True
1098,49.171823,-122.6674842,2019-06-07T13:28:04.000-07:00,fast_food,Quiznos,"{'brand:wikidata': 'Q1936229', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'name:en': 'Quiznos Subs', 'takeaway': 'yes', 'brand': 'Quiznos'}",False,False,True
1248,49.1723013,-122.6674779,2017-11-09T20:59:54.000-08:00,restaurant,Fork N Chopstick,{'name:en': 'Fork N Chopstick'},False,False,True
1249,49.3264468,-123.1204257,2016-09-26T18:59:57.000-07:00,fast_food,Panago,{'name:en': 'Panago'},False,False,True
1250,49.2880008,-123.1403568,2019-09-13T13:56:59.000-07:00,restaurant,Rio Brazilian Steakhouse,"{'addr:housenumber': '1122', 'addr:street': 'Denman Street', 'addr:city': 'Vancouver'}",False,False,True
1251,49.28903,-123.1313276,2016-09-26T20:03:55.000-07:00,restaurant,Cinch Grill Italian,{'name:en': 'Cinch Grill Italian'},False,False,True
1252,49.29089,-123.1342671,2019-08-29T18:02:26.000-07:00,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}",False,False,True
1253,49.1654069,-122.6633306,2017-02-22T01:39:22.000-08:00,pub,Browns Social House,"{'addr:housenumber': '20159', 'name:en': 'Browns Social House', 'addr:street': '88 Avenue'}",False,False,True
1254,49.1659998,-122.6645407,2019-08-24T15:24:21.000-07:00,fast_food,Booster Juice,"{'brand:wikidata': 'Q4943796', 'brand:wikipedia': 'en:Booster Juice', 'cuisine': 'juice', 'name:en': 'Booster Juice', 'takeaway': 'yes', 'brand': 'Booster Juice'}",False,False,True
1255,49.1652601,-122.6616216,2019-06-07T13:28:04.000-07:00,clinic,Medical,"{'name:en': 'Medical', 'healthcare': 'clinic'}",False,False,True
1256,49.1652601,-122.6616216,2019-06-07T13:28:04.000-07:00,clinic,Redwood Medical Clinic,"{'name:en': 'Redwood Medical Clinic', 'healthcare': 'clinic'}",False,False,True
1257,49.2104872,-122.9337499,2012-02-27T23:10:05.000-08:00,college,Sprott-Shaw Community College,{},False,False,True
1258,49.2292576,-123.1760074,2012-04-05T05:33:19.000-07:00,post_box,,{'operator': 'Canada Post'},False,False,True
1259,49.2081902,-123.1401346,2012-02-27T23:58:12.000-08:00,fast_food,Freshslice,{'cuisine': 'pizza'},False,False,True
1260,49.208235,-123.1401305,2012-04-14T07:23:46.000-07:00,fast_food,Donair Spot,{'cuisine': 'donair'},False,False,True
1261,49.235141,-122.7704946,2018-04-14T11:08:29.000-07:00,fuel,Shell,"{'opening_hours': '24/7', 'fuel:diesel': 'yes', 'brand': 'Shell', 'fuel:octane_91': 'yes'}",False,False,True
1262,49.2347417,-122.7703336,2013-01-05T07:16:44.000-08:00,car_wash,Shell,"{'opening_hours': '24/7', 'self_service': 'yes', 'automated': 'yes'}",False,False,True
1263,49.2376699,-122.7827469,2012-03-01T05:24:27.000-08:00,bbq,,{},False,False,True
1264,49.2612322,-123.0737544,2018-04-19T23:33:57.000-07:00,bicycle_rental,Woodland & 10th,"{'ref': '0245', 'capacity': '14', 'network': 'Mobi'}",False,False,True
1265,49.1763494,-123.1447773,2018-04-18T20:34:27.000-07:00,fountain,,{},False,False,True
1266,49.1764101,-123.143846,2018-04-18T20:34:27.000-07:00,fountain,,{},False,False,True
1267,49.0570522,-122.4472814,2018-04-20T09:02:45.000-07:00,bicycle_parking,,{},False,False,True
1268,49.2618305,-123.2486545,2012-02-14T23:23:25.000-08:00,bicycle_parking,,{},False,False,True
1269,49.262269,-123.2483818,2012-02-14T23:23:26.000-08:00,bicycle_parking,,{},False,False,True
1270,49.2656763,-123.2552985,2012-02-14T23:23:28.000-08:00,bicycle_parking,,{},False,False,True
1271,49.265956,-123.2559693,2019-03-01T20:38:18.000-08:00,bicycle_parking,,{'capacity': '28'},False,False,True
1272,49.2659566,-123.2556646,2012-02-14T23:23:29.000-08:00,bicycle_parking,,{'capacity': '28'},False,False,True
1273,49.2077342,-122.9309659,2012-02-18T18:40:07.000-08:00,pub,The Thirsty Duck,"{'addr:housenumber': '606', 'addr:street': '12th Street'}",False,False,True
1276,49.1246008,-123.1858911,2012-08-26T20:34:08.000-07:00,telephone,,{},False,False,True
1277,49.1270538,-123.183812,2012-02-19T02:25:17.000-08:00,place_of_worship,Steveston Community Church,{'religion': 'christian'},False,False,True
1278,49.1238349,-123.1858147,2019-09-13T13:56:49.000-07:00,restaurant,The Crab King Restaurant,"{'addr:housenumber': '3540', 'addr:street': 'Bayview Street', 'addr:city': 'Richmond'}",False,False,True
1280,49.12546,-123.1783832,2012-02-19T02:25:19.000-08:00,library,Richmond Public Library,{},False,False,True
1281,49.1391605,-123.1874262,2012-02-19T02:25:21.000-08:00,bicycle_parking,,{},False,False,True
1282,49.1240831,-123.1802413,2012-02-19T17:43:25.000-08:00,parking,,{},False,False,True
1283,49.2290279,-122.9989508,2020-04-03T19:50:34.000-07:00,cafe,Mr. Mustache Tea & Dessert,"{'website': 'http://wee.cafejoie.com', 'internet_access': 'yes', 'internet_access:fee': 'yes', 'cuisine': 'tea;dessert;espresso', 'addr:unit': '110', 'addr:city': 'Burnaby', 'addr:housenumber': '6125', 'internet_access:ssid': 'Mustache-guest', 'opening_hours': 'Su-Fr 09:00-23:00; Sa 10:00-23:00', 'name:en': 'Mr. Mustache Tea & Dessert', 'outdoor_seating': 'yes', 'addr:street': 'Sussex Avenue'}",False,False,True
1284,49.2242095,-122.9978899,2017-06-24T06:09:43.000-07:00,post_box,,{},False,False,True
1285,49.2250761,-122.9970446,2019-05-25T07:01:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '6'}",False,False,True
1288,49.1596673,-122.6286725,2017-06-24T22:03:20.000-07:00,drinking_water,,{},False,False,True
1290,49.2792802,-123.1221082,2017-06-24T22:10:53.000-07:00,car_sharing,,"{'operator': 'Evo', 'capacity': '6'}",False,False,True
1295,49.288517,-123.1200138,2017-06-25T00:17:03.000-07:00,car_sharing,,"{'operator': 'Evo', 'capacity': '2'}",False,False,True
1296,49.288433,-123.1196552,2017-06-25T00:17:02.000-07:00,car_sharing,,"{'operator': 'Car2go', 'capacity': '4'}",False,False,True
1297,49.3960903,-123.2044709,2017-06-25T04:13:19.000-07:00,vending_machine,,{'vending': 'drinks'},False,False,True
1298,49.3945454,-123.2021615,2017-06-25T04:13:19.000-07:00,drinking_water,,{'indoor': 'yes'},False,False,True
1302,49.1939328,-123.0886509,2017-06-26T07:59:39.000-07:00,post_box,,{'operator': 'Canada Post'},False,False,True
